Zip3,StateCode,CountyID,CountyName,Latitude,LocationConfidence,Longitude,Rent50_2,pop2000
393xx,MS,75,Lauderdale,32.37353721,0.302325581,-88.81626977,676,78161
394xx,MS,67,Jones,31.32953333,0.2,-89.30247111,670,64958
395xx,MS,47,Harrison,30.44185854,0.390243902,-89.00504878,884,189601
396xx,MS,113,Pike,31.35106667,0.233333333,-90.54332,648,38940
397xx,MS,87,Lowndes,33.52942857,0.285714286,-88.83155143,634,61586
398xx,GA,61,Clay County,31.30848824,0.205882353,-84.64782647,585,3357
399xx,GA,89,DeKalb,33.8913,1,-84.0746,893,665865
400xx,KY,103,Henry,38.12458519,0.203703704,-85.32901667,701,15060
401xx,KY,27,Breckinridge,37.86661143,0.371428571,-86.14516857,491,18648
402xx,KY,111,Jefferson,38.20844848,1,-85.69630606,701,693604
403xx,KY,11,Bath,38.06160213,0.106382979,-84.18125957,491,11085
404xx,KY,21,Boyle,37.51633939,0.181818182,-84.42687273,598,27697
405xx,KY,67,Fayette County,38.02957949,1,-84.4849359,707,260512
406xx,KY,73,Franklin,38.22605556,1,-84.8739,640,47687
407xx,KY,125,Laurel,36.99273333,0.555555556,-84.07473889,527,52715
408xx,KY,95,Harlan,36.89468378,0.648648649,-83.28194865,491,33202
409xx,KY,121,Knox,36.93308857,0.428571429,-83.70202571,491,31795
410xx,KY,37,Campbell,38.77796667,0.166666667,-84.39397121,777,88616
411xx,KY,43,Carter,38.36515938,0.25,-82.949375,516,26889
412xx,KY,115,Johnson,37.86233103,0.620689655,-82.71248621,540,23445
413xx,KY,25,Breathitt,37.56710476,0.333333333,-83.47601905,491,16100
414xx,KY,175,Morgan,37.85371,0.7,-83.17426,491,13948
415xx,KY,195,Pike,37.4492907,0.953488372,-82.36576744,516,68736
416xx,KY,71,Floyd,37.50399118,0.970588235,-82.73752941,527,42441
417xx,KY,193,Perry,37.23896944,0.638888889,-83.22306389,491,29390
418xx,KY,133,Letcher,37.22343939,0.606060606,-82.86042424,491,25277
420xx,KY,83,Graves,36.90371538,0.230769231,-88.58171538,538,37028
421xx,KY,9,Barren,36.88706667,0.272727273,-86.06446364,555,38033
422xx,KY,47,Christian,36.95642222,0.277777778,-86.99259444,711,72265
423xx,KY,177,Muhlenberg,37.49248667,0.288888889,-87.03318,509,31839
424xx,KY,107,Hopkins,37.51314063,0.3125,-87.65677813,531,46519
425xx,KY,199,Pulaski,37.14290588,0.647058824,-84.69529412,546,56217
426xx,KY,147,McCreary,36.78114167,0.583333333,-84.696625,491,17080
427xx,KY,93,Hardin,37.35006316,0.210526316,-85.74831579,606,94174
430xx,OH,89,Licking,40.16421143,0.257142857,-82.92792143,811,145491
431xx,OH,45,Fairfield,39.7017875,0.270833333,-82.89952083,811,122759
432xx,OH,49,Franklin County,39.98981364,1,-82.99134091,811,1068978
433xx,OH,91,Logan,40.53175349,0.325581395,-83.35032791,658,46005
434xx,OH,173,Wood,41.46290909,0.409090909,-83.29436364,707,121065
435xx,OH,69,Henry,41.46166,0.218181818,-84.13325818,649,29210
436xx,OH,95,Lucas,41.67292727,0.96969697,-83.52656364,707,455054
437xx,OH,59,Guernsey,39.85682881,0.237288136,-81.69550847,584,40792
438xx,OH,31,Coshocton,40.26509474,0.526315789,-81.85112632,584,36655
439xx,OH,81,Jefferson,40.21989016,0.37704918,-80.85369672,612,73894
440xx,OH,7,Ashtabula,41.54776615,0.261538462,-81.38893231,640,102728
441xx,OH,35,Cuyahoga,41.49128644,0.983050847,-81.66848983,775,1393978
442xx,OH,153,Summit,41.11514615,0.307692308,-81.58155577,791,542899
443xx,OH,153,Summit,41.08110345,1,-81.53056897,791,542899
444xx,OH,155,Trumbull,41.09402931,0.482758621,-80.74850517,642,225116
445xx,OH,99,Mahoning,41.07757333,1,-80.68031333,642,257555
446xx,OH,151,Stark,40.67094545,0.285714286,-81.46847403,685,378098
447xx,OH,151,Stark,40.8166,1,-81.37956,685,378098
448xx,OH,147,Seneca,41.03065397,0.222222222,-82.76345873,589,58683
449xx,OH,139,Richland,40.76092857,1,-82.51687143,642,128852
450xx,OH,17,Butler,39.39215385,0.538461538,-84.49399487,777,332807
451xx,OH,25,Clermont,39.10706327,0.306122449,-83.92614694,777,177977
452xx,OH,61,Hamilton County,39.17059429,0.971428571,-84.50404714,777,845303
453xx,OH,37,Darke,39.9931725,0.1875,-84.2779275,613,53309
454xx,OH,113,Montgomery,39.74658372,0.953488372,-84.19953953,734,559062
455xx,OH,23,Clark,39.92765,1,-83.8083,701,144742
456xx,OH,145,Scioto,38.93355797,0.217391304,-82.81815362,584,79195
457xx,OH,167,Washington,39.34408269,0.384615385,-81.79939423,629,63251
458xx,OH,137,Putnam,40.82600118,0.164705882,-84.18972588,620,34726
459xx,OH,61,Hamilton County,39.1668,1,-84.5382,777,845303
460xx,IN,95,Madison,40.14664706,0.333333333,-86.03466471,709,133358
461xx,IN,63,Hendricks,39.65441905,0.174603175,-86.16212063,799,104093
462xx,IN,97,Marion County,39.79608361,0.950819672,-86.13739672,799,860454
463xx,IN,89,Lake,41.44036415,0.396226415,-87.16053019,811,484564
464xx,IN,89,Lake,41.56011818,1,-87.33669091,811,484564
465xx,IN,85,Kosciusko,41.45375192,0.269230769,-86.05484423,698,74057
466xx,IN,141,St. Joseph,41.663575,1,-86.2638375,782,265559
467xx,IN,3,Allen,41.17140303,0.166666667,-85.19552121,699,331849
468xx,IN,3,Allen,41.08997674,1,-85.10015581,699,331849
469xx,IN,53,Grant,40.72349167,0.152777778,-86.09899306,628,73403
470xx,IN,137,Ripley,39.1573129,0.35483871,-85.06742258,749,26523
471xx,IN,19,Clark,38.3767,0.363636364,-85.96846,701,96472
472xx,IN,5,Bartholomew,39.06383947,0.263157895,-85.74940526,798,71435
473xx,IN,65,Henry,40.0550873,0.222222222,-85.20921111,634,48508
474xx,IN,105,Monroe,39.04719375,0.3125,-86.67146875,790,120563
475xx,IN,83,Knox,38.41385789,0.210526316,-86.99686842,603,39256
476xx,IN,51,Gibson,38.15109,0.366666667,-87.45536667,650,32500
477xx,IN,163,Vanderburgh,37.99624375,1,-87.57019375,727,171922
478xx,IN,167,Vigo,39.46017222,0.351851852,-87.32172963,671,105848
479xx,IN,157,Tippecanoe,40.42534507,0.23943662,-87.06146056,791,148955
480xx,MI,99,Macomb,42.67359114,0.392405063,-82.92325823,855,788149
481xx,MI,163,Wayne County,42.22082805,0.475609756,-83.50077927,855,2061162
482xx,MI,163,Wayne County,42.34409649,0.964912281,-83.10191404,855,2061162
483xx,MI,125,Oakland County,42.62706471,0.838235294,-83.31940294,855,1194156
484xx,MI,151,Sanilac,43.24337667,0.283333333,-83.286895,642,44547
485xx,MI,49,Genesee County,43.01117,1,-83.706425,687,436141
486xx,MI,145,Saginaw,43.80569,0.283333333,-84.281845,692,210039
487xx,MI,157,Tuscola,43.91890556,0.240740741,-83.57431111,604,58266
488xx,MI,57,Gratiot,43.03046932,0.147727273,-84.68581477,641,42285
489xx,MI,65,Ingham County,42.72389091,0.909090909,-84.57132727,797,279320
490xx,MI,77,Kalamazoo,42.21914783,0.260869565,-85.58569783,728,238603
491xx,MI,21,Berrien,41.88899,0.9,-86.43523,666,162453
492xx,MI,91,Lenawee,42.04605,0.306451613,-84.34445968,678,98890
493xx,MI,81,Kent County,43.20701837,0.346938776,-85.54507143,744,574335
494xx,MI,139,Ottawa County,43.22880351,0.333333333,-86.12607719,743,238314
495xx,MI,81,Kent County,42.973675,0.964285714,-85.61992143,744,574335
496xx,MI,55,Grand Traverse,44.54556,0.171428571,-85.6323,827,77654
497xx,MI,33,Chippewa,45.57157105,0.236842105,-84.54087237,695,38543
498xx,MI,103,Marquette,46.06607647,0.191176471,-87.19722353,645,64634
499xx,MI,61,Houghton,46.73680638,0.361702128,-88.82573404,627,36016
500xx,IA,169,Story,41.70351176,0.117647059,-93.77746912,763,79981
501xx,IA,127,Marshall,41.60452609,0.101449275,-93.46521594,658,39311
502xx,IA,125,Marion,41.67762,0.076923077,-93.55864,705,32052
503xx,IA,153,Polk County,41.64466,1,-93.59828,773,374601
504xx,IA,33,Cerro Gordo,43.1639193,0.192982456,-93.34356842,646,46447
505xx,IA,187,Webster,42.74520133,0.186666667,-94.443784,575,40235
506xx,IA,23,Butler,42.63013286,0.171428571,-92.45343143,534,15305
507xx,IA,13,Black Hawk,42.48222,1,-92.32404,659,128012
508xx,IA,173,Taylor,40.96245714,0.214285714,-94.54724643,534,6958
509xx,IA,153,Polk County,41.6727,1,-93.5722,773,374601
510xx,IA,193,Woodbury,42.59997636,0.272727273,-95.90893636,682,103877
511xx,IA,193,Woodbury,42.48235556,1,-96.38887778,682,103877
512xx,IA,119,Lyon,43.264805,0.4,-96.03086,552,11763
513xx,IA,41,Clay,43.24765652,0.347826087,-95.1313087,535,17372
514xx,IA,27,Carroll,42.09300312,0.34375,-95.06786875,548,21421
515xx,IA,155,Pottawattamie,41.45112982,0.333333333,-95.55585614,791,87704
516xx,IA,145,Page,40.7302,0.523809524,-95.3593619,555,16976
520xx,IA,61,Dubuque,42.47897174,0.391304348,-90.95021304,634,89143
521xx,IA,65,Fayette,43.15509091,0.272727273,-91.72757273,534,22008
522xx,IA,113,Linn,41.888252,0.18,-91.746828,689,191701
523xx,IA,11,Benton,41.90332453,0.169811321,-91.73118491,570,25308
524xx,IA,113,Linn,42.03737857,1,-91.63588571,689,191701
525xx,IA,7,Appanoose,40.969414,0.18,-92.42809,534,13721
526xx,IA,111,Lee,40.87247222,0.305555556,-91.44990833,592,38052
527xx,IA,45,Clinton County,41.66144468,0.340425532,-90.73785745,578,50149
528xx,IA,163,Scott,41.56537778,1,-90.5916,697,158668
530xx,WI,133,Waukesha,43.45437229,0.192771084,-88.21148072,840,360767
531xx,WI,59,Kenosha,42.73819394,0.287878788,-88.22378939,907,149577
532xx,WI,79,Milwaukee,43.04622791,1,-87.94900465,840,940164
534xx,WI,101,Racine,42.730975,1,-87.7769875,773,188831
535xx,WI,25,Dane County,42.94456207,0.252873563,-89.60495172,906,426526
537xx,WI,25,Dane County,43.0724,1,-89.40232571,906,426526
538xx,WI,43,Grant,42.81843182,0.863636364,-90.74826818,584,49597
539xx,WI,21,Columbia,43.61234118,0.254901961,-89.52474706,737,52468
540xx,WI,109,St. Croix,45.06617692,0.461538462,-92.50196538,960,63155
541xx,WI,75,Marinette,44.86240893,0.232142857,-88.24057321,584,43384
542xx,WI,71,Manitowoc,44.54821667,0.433333333,-87.56475,617,82887
543xx,WI,9,Brown,44.49296667,1,-88.02589167,728,226778
544xx,WI,73,Marathon,44.86958953,0.220930233,-89.7963186,679,125834
545xx,WI,125,Vilas,45.9058383,0.234042553,-89.87797021,611,21033
546xx,WI,123,Vernon,43.85864407,0.203389831,-90.91339492,607,28056
547xx,WI,33,Dunn,44.83209818,0.218181818,-91.59207818,666,39858
548xx,WI,31,Douglas,46.02590758,0.166666667,-91.63410455,738,43287
549xx,WI,139,Winnebago,44.20828788,0.242424242,-88.82578485,683,156763
550xx,MN,163,Washington,45.04931216,0.189189189,-93.0203527,960,201130
551xx,MN,123,Ramsey County,44.95755814,0.720930233,-93.10342093,960,511035
553xx,MN,53,Hennepin County,44.98363011,0.258064516,-93.87128817,960,1116200
554xx,MN,53,Hennepin County,44.98237681,0.898550725,-93.2961,960,1116200
555xx,MN,53,Hennepin County,44.96398462,0.653846154,-93.59901538,960,1116200
556xx,MN,75,Lake,47.49002308,0.461538462,-91.00755385,754,11058
557xx,MN,137,St. Louis,47.178308,0.506666667,-92.78253467,738,200528
558xx,MN,137,St. Louis,46.7864,1,-92.12655714,738,200528
559xx,MN,99,Mower,43.90488493,0.191780822,-92.29260411,629,38603
560xx,MN,13,Blue Earth,43.99802297,0.162162162,-93.9711973,697,55941
561xx,MN,105,Nobles,43.89887424,0.166666667,-95.66002273,593,20832
562xx,MN,67,Kandiyohi,45.02255135,0.148648649,-95.65687162,610,41203
563xx,MN,145,Stearns,45.75181928,0.397590361,-94.60312289,715,133166
564xx,MN,35,Crow Wing,46.57215349,0.348837209,-94.50179535,666,55099
565xx,MN,111,Otter Tail,46.83874737,0.236842105,-96.12183421,583,57159
566xx,MN,7,Beltrami,47.84227547,0.264150943,-94.43474151,670,39650
567xx,MN,89,Marshall,48.42812619,0.261904762,-96.33752143,602,10155
569xx,DC,1,District of Columbia,38.89518333,1,-77.03648333,1506,572059
570xx,SD,99,Minnehaha County,43.48821884,0.15942029,-97.00875217,709,148281
571xx,SD,99,Minnehaha County,43.58998667,1,-96.75067333,709,148281
572xx,SD,109,Roberts,45.03424464,0.160714286,-97.11330357,538,10016
573xx,SD,5,Beadle,43.80361129,0.129032258,-98.40083548,569,17023
574xx,SD,13,Brown,45.352028,0.28,-98.73499,558,35460
575xx,SD,121,Todd,43.74766977,0.11627907,-100.4238721,528,9050
576xx,SD,31,Corson,45.53503125,0.3125,-101.3706125,528,4181
577xx,SD,103,Pennington,44.09747241,0.24137931,-103.0902586,701,88565
580xx,ND,17,Cass,46.67771167,0.35,-97.305165,657,123138
581xx,ND,17,Cass,46.86976923,1,-96.80190769,657,123138
582xx,ND,35,Grand Forks,48.21183115,0.31147541,-97.60596885,676,66109
583xx,ND,5,Benson,48.364164,0.22,-99.196492,611,6964
584xx,ND,93,Stutsman,46.95236129,0.225806452,-99.01780484,720,21908
585xx,ND,15,Burleigh,46.7865125,0.25,-100.9044333,592,69416
586xx,ND,89,Stark,46.77334375,0.25,-102.9043281,747,22636
587xx,ND,101,Ward,48.358575,0.265625,-101.5640484,724,58795
588xx,ND,105,Williams,48.24741875,0.5625,-103.5038813,644,19761
590xx,MT,3,Big Horn,45.82030533,0.133333333,-108.668136,574,12671
591xx,MT,111,Yellowstone,45.79683571,1,-108.5159857,749,129352
592xx,MT,105,Valley,48.32244146,0.268292683,-105.3015439,574,7675
593xx,MT,87,Rosebud,46.3066129,0.161290323,-105.3849097,574,9383
594xx,MT,13,Cascade,47.73663125,0.28125,-111.2191734,647,80357
595xx,MT,5,Blaine,48.49405217,0.304347826,-109.4214478,574,7009
596xx,MT,49,Lewis and Clark,46.54980833,0.583333333,-111.9204042,667,55716
597xx,MT,31,Gallatin,45.68811429,0.265306122,-112.1426816,750,67831
598xx,MT,63,Missoula,47.01418679,0.301886792,-114.268666,798,95802
599xx,MT,29,Flathead,48.3167,0.6,-114.4560833,690,74471
600xx,IL,31,Cook County,42.22202805,0.414634146,-87.99671585,1030,5376741
601xx,IL,43,DuPage County,41.96890112,0.314606742,-88.21462472,1030,904161
602xx,IL,31,Cook County,42.04711667,1,-87.69206667,1030,5376741
603xx,IL,31,Cook County,41.89803333,0.833333333,-87.81898333,1030,5376741
604xx,IL,31,Cook County,41.52503415,0.5,-87.91245366,1030,5376741
605xx,IL,43,DuPage County,41.73526615,0.338461538,-88.28569538,1030,904161
606xx,IL,31,Cook County,41.85614458,1,-87.67881928,1030,5376741
607xx,IL,31,Cook County,41.94772,1,-87.77386,1030,5376741
608xx,IL,31,Cook County,41.720375,1,-87.7071,1030,5376741
609xx,IL,75,Iroquois,40.82392105,0.421052632,-87.9295614,629,31334
610xx,IL,141,Ogle,42.20525303,0.227272727,-89.5247,680,51032
611xx,IL,201,Winnebago,42.29720526,1,-89.09684211,773,278418
612xx,IL,161,Rock Island,41.4937,0.446808511,-90.35705106,697,149374
613xx,IL,11,Bureau,41.34094516,0.387096774,-89.20908226,615,35503
614xx,IL,95,Knox,40.83923562,0.219178082,-90.41320411,598,55836
615xx,IL,143,Peoria,40.68684583,0.270833333,-89.6969625,738,183433
616xx,IL,143,Peoria,40.72229697,0.939393939,-89.63697879,738,183433
617xx,IL,113,McLean,40.50214167,0.533333333,-88.922735,783,150433
618xx,IL,19,Champaign,40.10364032,0.516129032,-88.12551774,839,179669
619xx,IL,41,Douglas,39.67826,0.3,-88.21669,608,19922
620xx,IL,119,Madison,39.05566923,0.307692308,-89.99872436,838,258941
622xx,IL,163,St. Clair,38.43693544,0.35443038,-89.79427468,838,256082
623xx,IL,1,Adams,40.03196481,0.314814815,-91.05723333,598,68277
624xx,IL,49,Effingham,39.05045574,0.163934426,-88.21045246,584,34264
625xx,IL,115,Macon,39.70751698,0.320754717,-89.21504151,681,114706
626xx,IL,137,Morgan,39.82451452,0.177419355,-89.99255645,604,36616
627xx,IL,167,Sangamon County,39.77561143,1,-89.61895714,737,188951
628xx,IL,55,Franklin,38.30575889,0.155555556,-88.67603222,584,39018
629xx,IL,77,Jackson,37.55325904,0.192771084,-88.98697711,664,59612
630xx,MO,189,St. Louis,38.44803077,0.338461538,-90.66024923,838,1016315
631xx,MO,510,St. Louis (city),38.64065,0.558823529,-90.28698088,838,348189
633xx,MO,183,Saint Charles County,38.94617451,0.333333333,-91.00834902,838,283883
634xx,MO,205,Shelby,39.97194524,0.19047619,-91.78054048,555,6799
635xx,MO,121,Macon,40.19913636,0.242424242,-92.59073939,564,15762
636xx,MO,187,St. Francois,37.65288108,0.216216216,-90.62404054,603,55641
637xx,MO,31,Cape Girardeau,37.3252119,0.357142857,-89.76296667,627,68693
638xx,MO,143,New Madrid,36.49804894,0.276595745,-89.78616809,555,19760
639xx,MO,223,Wayne,36.83408438,0.3125,-90.52263438,555,13259
640xx,MO,95,Jackson,39.08901618,0.397058824,-94.22137794,805,654880
641xx,MO,95,Jackson,39.11853944,0.661971831,-94.568,805,654880
644xx,MO,147,Nodaway,40.10969714,0.214285714,-94.68562429,555,21912
645xx,MO,21,Buchanan,39.749525,0.875,-94.83665,650,85998
646xx,MO,61,Daviess,39.86812182,0.163636364,-93.57100909,555,8016
647xx,MO,217,Vernon,38.09409362,0.234042553,-94.2163383,559,20454
648xx,MO,97,Jasper,36.96247632,0.473684211,-94.36289211,641,104686
649xx,MO,95,Jackson,39.0997,1,-94.5786,805,654880
650xx,MO,151,Osage,38.45771897,0.155172414,-92.27821379,593,13062
651xx,MO,51,Cole,38.56981818,1,-92.18491818,593,71397
652xx,MO,19,Boone,39.18409808,0.307692308,-92.38523846,682,135454
653xx,MO,195,Saline,38.7595375,0.28125,-93.24831563,564,23756
654xx,MO,161,Phelps,37.69093793,0.206896552,-91.81161034,653,39825
655xx,MO,215,Texas,37.63512727,0.242424242,-91.90905152,555,23003
656xx,MO,213,Taney,37.05739733,0.12,-93.122224,662,39703
657xx,MO,153,Ozark,37.05789867,0.12,-93.00942133,555,9542
658xx,MO,77,Greene County,37.215575,1,-93.30260625,650,240391
660xx,KS,91,Johnson,38.91400141,0.14084507,-95.10301127,805,451086
661xx,KS,209,Wyandotte,39.10264375,1,-94.69481875,805,157882
662xx,KS,91,Johnson,38.94537941,1,-94.74294412,805,451086
664xx,KS,117,Marshall,39.38797838,0.162162162,-96.06054324,541,10965
665xx,KS,161,Riley,39.32715682,0.159090909,-96.10826818,719,62843
666xx,KS,177,Shawnee,39.04316667,1,-95.70619667,695,169871
667xx,KS,37,Crawford,37.5981963,0.240740741,-95.08471111,635,38242
668xx,KS,111,Lyon,38.35494722,0.222222222,-96.37658611,607,35935
669xx,KS,201,Washington,39.78157059,0.323529412,-97.70995,540,6483
670xx,KS,173,Sedgwick,37.55515862,0.189655172,-97.5964431,683,452869
671xx,KS,191,Sumner,37.55083571,0.166666667,-97.66973333,588,25946
672xx,KS,173,Sedgwick,37.69005,1,-97.33834706,683,452869
673xx,KS,125,Montgomery,37.19178889,0.37037037,-95.75868889,575,36252
674xx,KS,41,Dickinson,38.93928276,0.137931034,-97.74238276,561,19344
675xx,KS,155,Reno,38.23146545,0.272727273,-98.82831455,628,64790
676xx,KS,167,Russell,39.31822,0.177777778,-99.39788222,540,7370
677xx,KS,193,Thomas,39.34208571,0.178571429,-101.0781893,540,8180
678xx,KS,57,Ford County,37.79764103,0.153846154,-100.6608872,647,32458
679xx,KS,129,Morton,37.13692857,0.428571429,-101.3843143,644,3496
680xx,NE,155,Saunders,41.47158246,0.228070175,-96.41833158,733,19830
681xx,NE,55,Douglas County,41.24583396,0.849056604,-96.00338113,791,463585
683xx,NE,169,Thayer,40.46873714,0.157142857,-96.82900714,623,6055
684xx,NE,109,Lancaster,40.53946429,0.142857143,-96.61436964,712,250291
685xx,NE,109,Lancaster,40.81755517,1,-96.68893103,712,250291
686xx,NE,141,Platte,41.47571628,0.186046512,-97.51063256,644,31662
687xx,NE,27,Cedar,42.39348133,0.12,-97.722644,584,9615
688xx,NE,19,Buffalo,41.14174848,0.196969697,-98.92024242,701,42259
689xx,NE,35,Clay,40.34845263,0.175438596,-98.81451754,584,7039
690xx,NE,63,Frontier,40.33384231,0.192307692,-100.8679692,691,3099
691xx,NE,111,Lincoln,41.27267872,0.191489362,-101.5892745,710,34632
692xx,NE,31,Cherry,42.75062727,0.727272727,-100.6090455,683,6148
693xx,NE,157,Scotts Bluff,42.15959667,0.3,-103.0327633,638,36951
700xx,LA,51,Jefferson Parish,29.884675,0.4375,-90.16316875,995,455466
701xx,LA,71,Orleans,29.9583377,0.918032787,-90.06720328,995,484674
703xx,LA,109,Terrebonne,29.68111316,0.342105263,-90.78036579,739,104503
704xx,LA,103,St. Tammany,30.5679234,0.425531915,-90.20362553,995,191268
705xx,LA,55,Lafayette,30.22654,0.24,-92.12361467,749,190503
706xx,LA,19,Calcasieu,30.38510682,0.477272727,-93.18837273,733,183577
707xx,LA,77,Pointe Coupee,30.50543134,0.208955224,-91.17119104,745,22763
708xx,LA,33,East Baton Rouge Parish,30.47666905,1,-91.10672619,745,412852
710xx,LA,17,Caddo Parish,32.48918571,0.214285714,-93.47869464,766,252161
711xx,LA,17,Caddo Parish,32.55300244,0.853658537,-93.74558049,766,252161
712xx,LA,73,Ouachita Parish,32.55485238,0.26984127,-92.00401905,674,147250
713xx,LA,79,Rapides,31.31681509,0.301886792,-92.01833019,693,126337
714xx,LA,79,Rapides,31.54793529,0.205882353,-92.85643676,693,126337
716xx,AR,69,Jefferson,33.70202,0.175,-91.762775,602,84278
717xx,AR,139,Union,33.50735152,0.303030303,-92.80764242,579,45629
718xx,AR,57,Hempstead,33.67266579,0.210526316,-93.82577105,527,23587
719xx,AR,51,Garland,34.39211818,0.25,-93.52552045,652,88068
720xx,AR,145,White,34.95938765,0.12345679,-91.98762099,561,67165
721xx,AR,119,Pulaski,34.90009853,0.25,-92.09890882,713,361474
722xx,AR,119,Pulaski,34.759975,0.958333333,-92.34704167,713,361474
723xx,AR,93,Mississippi,35.11364,0.230769231,-90.52336769,559,51979
724xx,AR,31,Craighead,36.03776615,0.215384615,-90.74059846,595,82148
725xx,AR,63,Independence,36.00054237,0.254237288,-91.78638814,589,34233
726xx,AR,5,Baxter,36.16678148,0.185185185,-92.86436296,601,38386
727xx,AR,143,Washington,36.16908627,0.431372549,-94.16282941,679,157715
728xx,AR,149,Yell,35.28127895,0.289473684,-93.38570263,517,21139
729xx,AR,131,Sebastian,35.34178605,0.465116279,-94.23595116,590,115071
730xx,OK,109,Oklahoma County,35.30701111,0.177777778,-97.73751,733,660448
731xx,OK,109,Oklahoma County,35.495316,0.933333333,-97.488272,733,660448
733xx,TX,453,Travis County,30.3264,1,-97.7713,989,812280
734xx,OK,19,Carter,34.23370571,0.371428571,-97.17100571,587,45621
735xx,OK,31,Comanche,34.52518545,0.290909091,-98.72268545,672,114996
736xx,OK,149,Washita,35.50355294,0.235294118,-99.28331765,524,11508
737xx,OK,47,Garfield,36.38181765,0.31372549,-98.11519608,598,57813
738xx,OK,153,Woodward,36.462795,0.3,-99.473075,567,18486
739xx,OK,139,Texas,36.74842,0.466666667,-101.51464,597,20107
739xx,TX,421,Sherman,36.5055,1,-101.7829,671,3186
740xx,OK,37,Creek,36.255948,0.173333333,-96.180476,767,67367
741xx,OK,143,Tulsa,36.13843846,0.961538462,-95.97003462,767,563299
743xx,OK,97,Mayes,36.5426,0.352941176,-94.96918824,548,38369
744xx,OK,101,Muskogee County,35.64621429,0.306122449,-95.44041633,576,69451
745xx,OK,121,Pittsburg,34.66768372,0.302325581,-95.69307209,634,43953
746xx,OK,71,Kay,36.69426842,0.473684211,-97.15303684,631,48080
747xx,OK,89,McCurtain,34.01344722,0.388888889,-95.58485833,533,34402
748xx,OK,125,Pottawatomie,35.173086,0.22,-96.69222,605,65521
749xx,OK,79,Le Flore,35.21208438,0.5,-94.69786563,524,48109
750xx,TX,113,Dallas County,33.03690988,0.49382716,-96.78386667,930,2218899
751xx,TX,113,Dallas County,32.5545129,0.306451613,-96.47084032,930,2218899
752xx,TX,113,Dallas County,32.80070909,1,-96.79299091,930,2218899
753xx,TX,113,Dallas County,32.76798974,1,-96.77728205,930,2218899
754xx,TX,147,Fannin,33.3607631,0.178571429,-95.80726786,728,31242
755xx,TX,37,Bowie,33.27757143,0.464285714,-94.33684286,662,89306
756xx,TX,183,Gregg,32.45947895,0.263157895,-94.63635614,703,111379
757xx,TX,423,Smith,32.25326383,0.468085106,-95.33132766,816,174706
758xx,TX,1,Anderson,31.50530909,0.333333333,-95.69870303,714,55109
759xx,TX,347,Nacogdoches,31.301,0.22,-94.389974,792,59203
760xx,TX,439,Tarrant County,32.66920563,0.492957746,-97.34329577,863,1446219
761xx,TX,439,Tarrant County,32.76506102,1,-97.31255085,863,1446219
762xx,TX,121,Denton,33.40562609,0.391304348,-97.27844565,930,432976
763xx,TX,485,Wichita,33.80377813,0.40625,-98.74660625,756,131664
764xx,TX,133,Eastland,32.52525472,0.150943396,-98.46038113,645,18297
765xx,TX,27,Bell,31.09020364,0.418181818,-97.54650364,725,237974
766xx,TX,217,Hill,31.75256379,0.24137931,-97.03826034,699,32321
767xx,TX,309,McLennan,31.55162353,1,-97.16676471,797,213517
768xx,TX,49,Brown,31.33185849,0.150943396,-99.32602264,707,37674
769xx,TX,451,Tom Green,31.41887037,0.555555556,-100.5731444,783,104010
770xx,TX,201,Harris,29.77592653,1,-95.4142949,937,3400578
772xx,TX,201,Harris,29.82580875,1,-95.42584,937,3400578
773xx,TX,339,Montgomery,30.34890411,0.342465753,-95.34141781,937,293768
774xx,TX,157,Fort Bend,29.48038313,0.253012048,-95.93872289,937,354452
775xx,TX,201,Harris,29.58236761,0.295774648,-95.04380845,937,3400578
776xx,TX,245,Jefferson,30.09026944,0.305555556,-94.12775278,746,252051
777xx,TX,245,Jefferson,30.09015385,1,-94.14426923,746,252051
778xx,TX,41,Brazos,30.66826809,0.340425532,-96.33504468,788,152415
779xx,TX,469,Victoria,28.89592105,0.289473684,-96.92448947,768,84088
780xx,TX,13,Atascosa,28.95635593,0.152542373,-98.88065085,700,38628
781xx,TX,255,Karnes,29.20009348,0.173913043,-97.99227609,584,15446
782xx,TX,29,Bexar,29.46377529,0.988235294,-98.49907412,810,1392931
783xx,TX,409,San Patricio,27.72184286,0.204081633,-97.84106327,885,67138
784xx,TX,355,Nueces,27.76236,1,-97.43484333,885,313645
785xx,TX,215,Hidalgo County,26.27559118,0.441176471,-98.05233971,669,569463
786xx,TX,491,Williamson County,30.27814933,0.253333333,-97.905972,989,249967
787xx,TX,453,Travis County,30.30896528,0.972222222,-97.76203611,989,812280
788xx,TX,465,Val Verde,29.26084444,0.194444444,-100.1072833,636,44856
789xx,TX,149,Fayette,29.92484286,0.464285714,-96.81673214,765,21804
790xx,TX,483,Wheeler,35.34378378,0.067567568,-101.5336851,692,5284
791xx,TX,375,Potter,35.25345185,0.777777778,-101.8656556,742,113546
792xx,TX,153,Floyd,34.2724125,0.15625,-100.6685875,584,7771
793xx,TX,219,Hockley,33.50755625,0.166666667,-102.1786167,695,22716
794xx,TX,303,Lubbock,33.57427308,1,-101.8711154,782,242628
795xx,TX,441,Taylor,32.65444286,0.142857143,-100.2010449,757,126555
796xx,TX,441,Taylor,32.44405455,1,-99.74694545,757,126555
797xx,TX,135,Ector,31.72028167,0.216666667,-102.4658667,760,121123
